stops,latitude,longtitude
AMSTERDAM AV/W 187 ST,(40.8518657, -73.9281633)
AMSTERDAM AV/193 ST,(40.855682, -73.925293)
W 146 ST/MALCOLM X BL,(40.821205, -73.936043)
MALCOLM X BL/W 137 ST,(40.8154165, -73.93990749999999)
MALCOLM X BL/W 135 ST,(40.8138302, -73.9410839)
MALCOLM X BL/W 132 ST,(40.812227, -73.94223)
MALCOLM X BL/W 129 ST,(40.81035809999999, -73.9436824)
MALCOLM X BL/W 127 ST,(40.8090685, -73.94453850000001)
MALCOLM X BL/W 124 ST,(40.8074798, -73.94592490000001)
MALCOLM X BL/W 122 ST,(40.8058315, -73.946907)
MALCOLM X B / W 119 ST,(40.8037619, -73.9486172)
W 116 ST/MALCOLM X BL,(40.80200970000001, -73.949623)
W 116 ST/5 AV,(40.80066679999999, -73.94646399999999)
E 116 ST/MADISON AV,(40.7999961, -73.94485279999999)
E 116 ST/PARK AV,(40.7992468, -73.9430994)
E 116 ST/3 AV,(40.7979563, -73.94001229999999)
E 116 ST/LEXINGTON AV,(40.7986353, -73.941628)
E 116 ST/5 AV,(40.80066679999999, -73.94646399999999)
MALCOLM X BL / W 116 ST,(40.80200970000001, -73.949623)
MALCOLM X BL/W 119 ST,(40.8042875, -73.9478646)
MALCOLM X BL/W 125 ST,(40.8075078, -73.9450909)
W 146 ST/MALCOLM X  BLVD,(40.8210844, -73.9356888)
E 126 ST/2 AV,(40.80315, -73.932266)
BOWERY/E 4 ST,(40.7268771, -73.9917822)
BOWERY/BLEECKER ST,(40.7258491, -73.9944702)
BOWERY/E HOUSTON ST,(40.7236296, -73.99112749999999)
BOWERY/PRINCE ST,(40.7226859, -73.99404679999999)
BOWERY/KENMARE ST,(40.7203828, -73.9942298)
BOWERY/GRAND ST,(40.7173476, -73.9911807)
BOWERY/CANAL ST,(40.7159973, -73.9963992)
BOWERY/BAYARD ST,(40.7151654, -73.9965666)
PARK ROW/WORTH ST,(40.7134946, -73.9986369)
PARK ROW/BEEKMAN ST,(40.7117742, -74.00704929999999)
PARK ROW/ST JAMES PL,(40.7133232, -73.99868049999999)
BOWERY/HESTER ST,(40.7165288, -73.9929322)
BOWERY/DELANCEY ST,(40.7191053, -73.9902793)
BOWERY/E 1 ST,(40.7236185, -73.9892192)
BOWERY/E 3 ST,(40.7246499, -73.9876628)
COOPER SQ/E 6 ST,(40.7283724, -73.9908527)
3 AV /E 125 ST,(40.803486, -73.93544)
CONVENT AV/W 129 ST,(40.8143114, -73.9530948)
MORNINGSIDE AV/W 125 ST,(40.8113727, -73.95401989999999)
BROADWAY/TIEMANN PL,(40.8150694, -73.95859159999999)
BROADWAY/LA SALLE ST,(40.8138237, -73.9598147)
BROADWAY/W 122 ST,(40.81188849999999, -73.9612369)
BROADWAY/W 119 ST,(40.809723, -73.962868)
BROADWAY/W 116 ST,(40.8079878, -73.96381629999999)
BROADWAY/W 114 ST,(40.8067454, -73.9649594)
BROADWAY/W 112 ST,(40.8054183, -73.9656807)
BROADWAY/CATHEDRAL PY,(40.80406600000001, -73.96661)
BROADWAY/W 108 ST,(40.8029763, -73.96767899999999)
BROADWAY/W 106 ST,(40.8018514, -73.967657)
BROADWAY/W 104 ST,(40.79982589999999, -73.9682961)
BROADWAY/W 102 ST,(40.7983185, -73.9693635)
BROADWAY/W 100 ST,(40.7972581, -73.9700108)
BROADWAY/W 97 ST,(40.7953813, -73.97140619999999)
BROADWAY/W 94 ST,(40.7933095, -73.9726319)
BROADWAY/W 92 ST,(40.7919313, -73.9740211)
BROADWAY/W 90 ST,(40.7908811, -73.97470299999999)
BROADWAY/W 88 ST,(40.78939099999999, -73.97584499999999)
BROADWAY/W 86 ST,(40.7883502, -73.9765853)
BROADWAY/W 84 ST,(40.787216, -73.977211)
BROADWAY/W 82 ST,(40.785795, -73.97853099999999)
BROADWAY/W 79 ST,(40.7838895, -73.9800762)
BROADWAY/W 76 ST,(40.7815788, -73.9813574)
BROADWAY/W 74 ST,(40.780254, -73.98143739999999)
BROADWAY/W 72 ST,(40.778794, -73.9820683)
BROADWAY/W 70 ST,(40.7770594, -73.9819895)
BROADWAY/W 68 ST,(40.77552379999999, -73.9822674)
BROADWAY/W 65 ST,(40.7732614, -73.9824196)
7 AV/WEST 58 ST,(40.7662101, -73.9795287)
7 AV/W 56 ST,(40.764845, -73.9805277)
7 AV/W 54 ST,(40.7635961, -73.9814344)
7 AV/W 53 ST,(40.7629684, -73.9818888)
7 AV/W 50 ST,(40.7608307, -73.983603)
7 AV/W 47 ST,(40.7592274, -73.984638)
7 AV/W 44 ST,(40.7573349, -73.9859997)
7 AV/W 41 ST,(40.7553794, -73.987454)
W 41 ST/8 AV,(40.7565743, -73.99028659999999)
8 AV/W 43 ST,(40.7579076, -73.9893014)
8 AV/W 46 ST,(40.759791, -73.987927)
8 AV/W 49 ST,(40.7616556, -73.9865591)
8 AV/W 52 ST,(40.7635447, -73.9851925)
8 AV/W  56 ST,(40.7660501, -73.9833663)
BROADWAY/W 66 ST,(40.773916, -73.982216)
BROADWAY/W 69 ST,(40.7765647, -73.98192710000001)
BROADWAY/W 73 ST,(40.7794995, -73.9816211)
BROADWAY/W 75 ST,(40.7812595, -73.9810239)
BROADWAY/W 77 ST,(40.7824448, -73.9807214)
BROADWAY/W 91 ST,(40.791668, -73.973747)
BROADWAY/W 93 ST,(40.7926881, -73.9730873)
BROADWAY/W 99 ST,(40.7965552, -73.9702774)
BROADWAY/W 101 ST,(40.7979753, -73.96915)
BROADWAY/W 103 ST,(40.79932, -73.968239)
BROADWAY/WEST 105 ST,(40.80057499999999, -73.9681056)
BROADWAY/W 113 ST,(40.8060473, -73.9652172)
BROADWAY/W 120 ST,(40.810582, -73.9621696)
W 96 ST/WEST END AV,(40.7952701, -73.9732204)
W 96 ST/BROADWAY,(40.7947225, -73.9719197)
W 96 ST/AMSTERDAM AV,(40.7940591, -73.9703639)
W 96 ST/COLUMBUS AV,(40.7928767, -73.9675422)
W 96 ST/CENTRAL PK W,(40.791669, -73.96469069999999)
E 96 ST/5 AV,(40.7879094, -73.95577639999999)
E 106 ST/LEXINGTON AV,(40.7921865, -73.946289)
E 106 ST/3 AV,(40.791325, -73.94433599999999)
E 106 ST/2 AV,(40.7906741, -73.9424185)
E 106 ST/1 AV,(40.789402, -73.939774)
E 105 ST/FDR DR,(40.7879719, -73.9382086)
E 105 ST/FDR  DR,(40.7879719, -73.9382086)
E 105 ST/1 AV,(40.788955, -73.9405603)
E 106 ST/MADISON AV,(40.793835, -73.949829)
W 97 ST/WEST END AV,(40.7959368, -73.97271429999999)
BETHUNE ST/GREENWICH ST,(40.7369657, -74.0064891)
GREENWICH ST/HORATIO ST,(40.7387548, -74.006457)
W 14 ST/9 AV,(40.7409377, -74.00536989999999)
10 AV/WEST 16 ST,(40.7434745, -74.0072347)
10 AV/W 19 ST,(40.7392585, -73.9922701)
10 AV/W 21 ST,(40.7464045, -74.0051253)
10 AV/W 23 ST,(40.7476959, -74.00417180000001)
10 AV/W 25 ST,(40.7489821, -74.0032397)
10 AV/W 27 ST,(40.7504217, -74.0020079)
10 AV/W 30 ST,(40.7520867, -74.0010166)
10 AV/W 34 ST,(40.7486275, -73.9851812)
10 AV/W 37 ST,(40.7564992, -73.9977536)
10 AV/W 42 ST,(40.75976379999999, -73.9952447)
10 AV/W 45 ST,(40.7615661, -73.9940792)
10 AV/W 47 ST,(40.763023, -73.992874)
10 AV/W 49 ST,(40.7640459, -73.9920533)
10 AV/W 53 ST,(40.7665652, -73.9904243)
10 AV/W 55 ST,(40.7680243, -73.98923289999999)
10 AV/W 57 ST,(40.7632511, -73.9750198)
AMSTERDAM AV/W 59 ST,(40.7704169, -73.9876057)
AMSTERDAM AV/W 62 ST,(40.77228770000001, -73.98620269999999)
AMSTERDAM AV/W 65 ST,(40.7739286, -73.9845131)
AMSTERDAM AV/W 67 ST,(40.77543, -73.983971)
AMSTERDAM AV/W 69 ST,(40.776683, -73.983047)
AMSTERDAM AV/W 72 ST,(40.7786086, -73.9816391)
AMSTERDAM AV/W 75 ST,(40.7805678, -73.9802103)
AMSTERDAM AV/W 77 ST,(40.7818433, -73.9792822)
AMSTERDAM AV/W 79 ST,(40.7831516, -73.9783327)
AMSTERDAM AV/W 81 ST,(40.7844744, -73.9773671)
AMSTERDAM AV/W 83 ST,(40.7857376, -73.9764445)
AMSTERDAM AV/W 86 ST,(40.7876872, -73.9750135)
AMSTERDAM AV/W 89 ST,(40.78949, -73.97357199999999)
AMSTERDAM AV/W 91 ST,(40.7908816, -73.97273470000002)
AMSTERDAM AV/W 93 ST,(40.7921354, -73.9717984)
AMSTERDAM AV/W 96 ST,(40.794037, -73.97009299999999)
AMSTERDAM AV/W 98 ST,(40.795361, -73.969415)
AMSTERDAM AV/W 100 ST,(40.7966173, -73.9684943)
AMSTERDAM AV/W 102 ST,(40.79787, -73.967575)
AMSTERDAM AV/W 104 ST,(40.799139, -73.9666512)
AMSTERDAM AV/W 106 ST,(40.800418, -73.96573289999999)
AMSTERDAM AV/W 109 ST,(40.8023751, -73.96430889999999)
AMSTERDAM AV/W 112 ST,(40.8042633, -73.96292919999999)
AMSTERDAM AV/W 114 ST,(40.8055172, -73.96200979999999)
AMSTERDAM AV/W 116 ST,(40.8068229, -73.9610532)
AMSTERDAM AV/W 118 ST,(40.808086, -73.96013599999999)
AMSTERDAM AV/W 120 ST,(40.8093447, -73.9592323)
AMSTERDAM AV/W 123 ST,(40.81112299999999, -73.9580754)
AMSTERDAM AV/LA SALLE ST,(40.8126267, -73.9568293)
AMSTERDAM AV/W 125 ST,(40.8133758, -73.9562662)
W 135 ST/AMSTERDAM AV,(40.8189432, -73.9522229)
W 135 ST/BROADWAY,(40.8200672, -73.9549658)
W 135 ST/RIVERSIDE DR,(40.8209135, -73.957008)
RIVERSIDE DR/W 137 ST,(40.8222844, -73.9562086)
RIVERSIDE DR/W 139 ST,(40.8235832, -73.955449)
RIVERSIDE DR/W 142 ST,(40.8254388, -73.95370919999999)
RIVERSIDE DR/W 144 ST,(40.8264693, -73.9525668)
W 133 ST/AMSTERDAM AV,(40.8176064, -73.9531935)
BROADWAY/W 133 ST,(40.818861, -73.9561355)
RIVERSIDE DR/W 145 ST,(40.8270792, -73.9519487)
CATHEDRAL PY/AMSTERDAM AV,(40.802971, -73.96386)
COLUMBUS AV/CATHEDRAL PY,(40.8014755, -73.9610905)
COLUMBUS AV/W 108 ST,(40.8005444, -73.96191739999999)
COLUMBUS AV/W 106 ST,(40.799114, -73.962593)
COLUMBUS AV/W 102 ST,(40.7967771, -73.96482499999999)
COLUMBUS AV/W 100 ST,(40.7954774, -73.965616)
COLUMBUS AV/W 97 ST,(40.7935579, -73.9670379)
COLUMBUS AV/W 94 ST,(40.7913509, -73.9687872)
COLUMBUS AV/W 92 ST,(40.7903045, -73.9693897)
COLUMBUS AV/W 89 ST,(40.7882356, -73.97105979999999)
COLUMBUS AV/W 86 ST,(40.78670899999999, -73.97245)
COLUMBUS AV/W 84 ST,(40.7851685, -73.9731314)
COLUMBUS AV/W 80 ST,(40.78264410000001, -73.97500339999999)
COLUMBUS AV/W 78 ST,(40.780994, -73.976311)
COLUMBUS AV/W 75 ST,(40.7793756, -73.9773846)
COLUMBUS AV/W 72 ST,(40.777411, -73.97881699999999)
COLUMBUS AV/W 69 ST,(40.775516, -73.9802058)
COLUMBUS AV/W 66 ST,(40.7736124, -73.98159509999999)
COLUMBUS AV/W 63 ST,(40.7717344, -73.9829555)
COLUMBUS AV/W 61 ST,(40.770016, -73.984344)
9 AV/W 59 ST,(40.76921230000001, -73.9847724)
9 AV/W 57 ST,(40.7679294, -73.9857133)
9 AV/W 55 ST,(40.7666191, -73.9866538)
9 AV/W 52 ST,(40.7647581, -73.988034)
9 AV/W 50 ST,(40.7633502, -73.9892374)
9 AV/W 46 ST,(40.7609872, -73.9907918)
9 AV/W 44 ST,(40.7597346, -73.9916968)
9 AV/W 42 ST,(40.7582266, -73.9923986)
9 AV/W 40 ST,(40.7568424, -73.9939579)
9 AV/W 35 ST,(40.7542, -73.995865)
9 AV/W 34 ST,(40.7534056, -73.9963183)
9 AV/W 28 ST,(40.749424, -73.999344)
9 AV/W 25 ST,(40.7477802, -74.00043409999999)
9 AV/W 23 ST,(40.7465137, -74.00136549999999)
9 AV/W 20 ST,(40.74463919999999, -74.00273059999999)
9 AV/W 18 ST,(40.74347179999999, -74.0035793)
HUDSON ST/W 13 ST,(40.7400358, -74.0053137)
HUDSON ST/HORATIO ST,(40.7387624, -74.0054984)
HUDSON ST/BETHUNE ST,(40.737072, -74.005867)
W 106 ST/BROADWAY,(40.801155, -73.967575)
W 106 ST/AMSTERDAM AV,(40.800418, -73.96573289999999)
W 106 ST/COLUMBUS AV,(40.7992165, -73.9628949)
MANHATTAN AV/W 106 ST,(40.79887, -73.961319)
MANHATTAN AV/W 109 ST,(40.800472, -73.96005199999999)
MANHATTAN AV/W 111 ST,(40.801731, -73.959137)
MANHATTAN AV/W 113 ST,(40.803345, -73.957962)
MANHATTAN AV/W 116 ST,(40.804815, -73.956982)
W 116 ST/FRED DOUGLASS BL,(40.8044638, -73.9557171)
W 116 ST/ADAM C POWELL BL,(40.8032027, -73.9524498)
E 116 ST/2 AV,(40.796722, -73.938042)
1 AV/E 116 ST,(40.796004, -73.935408)
1 AV/E 120 ST,(40.7986749, -73.9334714)
1 AV/PALADINO AV,(40.800362, -73.932182)
PLEASANT AV/E 120 ST,(40.79743, -73.9313505)
PLEASANT AV/E 117 ST,(40.7957357, -73.9326715)
E 116 ST/PLEASANT AV,(40.7950606, -73.9331713)
E 116 ST/1 AV,(40.796004, -73.935408)
W 116 ST/ST NICHOLAS AV,(40.8033509, -73.9528155)
MANHATTAN AV/W 114 ST,(40.8037381, -73.9577813)
MANHATTAN AV/W 112 ST,(40.802479, -73.9586849)
MANHATTAN AV/CATHEDRAL PY,(40.8011815, -73.9596325)
MANHATTAN AV/W 108 ST,(40.799958, -73.960527)
8 Av/W 12 ST,(40.7377785, -74.0044382)
W 14 ST/8 AV,(40.73962, -74.00239599999999)
11 AV/W 15 ST,(40.73689050000001, -73.9941082)
12 AV/ W 27 ST,(40.7444682, -73.9893902)
12 AV/W 30 ST,(40.7545739, -74.0068534)
12 AV/W 33 ST,(40.75631389999999, -74.0052711)
12 AV/W 43 ST,(40.76264219999999, -74.0005189)
12 AV/W 46 ST,(40.7643965, -73.998577)
12 AV/W 48 ST,(40.7655866, -73.99779339999999)
12 AV/W 52 ST,(40.7680003, -73.9957711)
12 AV/W 55 ST,(40.7699396, -73.99432089999999)
W 57 ST/11 AV,(40.770312, -73.9913902)
W 57 ST/10 AV,(40.7691193, -73.9885587)
W 57 ST/9 AV,(40.7679294, -73.9857133)
W 58 ST/BROADWAY,(40.7671579, -73.9817463)
W 58 St/BROADWAY,(40.7671579, -73.9817463)
W 57 ST/BROADWAY,(40.7663181, -73.9818852)
11 AV/W 57 ST,(40.770312, -73.9913902)
11 AV/W 54 ST,(40.76823, -73.993011)
11 AV/W 50 ST,(40.7658785, -73.994642)
11 AV/ W 47 ST,(40.764009, -73.99601539999999)
11 AV/W 44 ST,(40.762001, -73.997589)
11 AV/W 42 ST,(40.760793, -73.9983337)
11 AV/W 38 ST,(40.75830089999999, -74.0001345)
11 AV/W 34 ST,(40.75551249999999, -74.0023535)
11 AV/W 29 ST,(40.7459101, -73.987713)
11 AV/W 26 ST,(40.7441353, -73.98942459999999)
11 AV/W 23 ST,(40.7487545, -74.00670649999999)
W 18 ST / 10 AV,(40.744444, -74.00604489999999)
8 AV/12 ST,(40.667145, -73.988106)
8 AV/BLEECKER ST,(40.736899, -74.0055244)
W 14 ST/7 AV,(40.7385652, -73.9996865)
W 14 ST/6 AV,(40.737663, -73.99736)
E 14 ST/UNIVERSITY PL,(40.7352086, -73.9917115)
E 14 ST/IRVING PL,(40.7339614, -73.9887653)
E 14 ST/3 AV,(40.7331614, -73.9870183)
E 14 ST/2 AV,(40.7321168, -73.9846252)
E 14 ST/1 AV,(40.7313474, -73.9825664)
AV A/E 14 ST,(40.7304265, -73.98036499999999)
AV A/E 11 ST,(40.7284375, -73.9817863)
AV A/E HOUSTON ST,(40.7222905, -73.9862703)
ESSEX ST/DELANCEY ST,(40.7184874, -73.9882374)
GRAND ST/ESSEX ST,(40.7167197, -73.9891595)
GRAND ST/CLINTON ST,(40.715927, -73.98664099999999)
GRAND ST/PITT ST,(40.7152002, -73.9843482)
GRAND ST/EAST BROADWAY,(40.714682, -73.98246379999999)
GRAND ST/JACKSON ST,(40.71408100000001, -73.980614)
GRAND ST/FDR DR,(40.7132923, -73.9775781)
JACKSON ST/MADISON ST,(43.0954375, -89.34846139999999)
GRAND ST/COLUMBIA ST,(40.714485, -73.981453)
ESSEX ST/GRAND ST,(40.7167197, -73.9891595)
E 14 ST/4 AV,(40.7343283, -73.9893668)
E 14 ST/UNION SQ W,(40.735466, -73.992134)
W 14 ST/5 AV,(40.7360239, -73.9936352)
HUDSON ST/W 12 ST,(40.737671, -74.00576800000002)
DELANCEY ST/COLUMBIA ST,(40.7164929, -73.98031209999999)
COLUMBIA ST/RIVINGTON ST,(40.7175292, -73.9799994)
AV D/E HOUSTON ST,(40.7200008, -73.978731)
AV D/E 5 ST,(40.7220787, -73.9770992)
E 10 ST/AV D,(40.7248876, -73.97516499999999)
AV C/E 11 ST,(40.726276, -73.977142)
E 14 ST/AV C,(40.7284519, -73.9756881)
E 14 ST/AV B,(40.7294348, -73.97802190000002)
E 14 ST/AV A,(40.7304265, -73.98036499999999)
W 14 ST/HUDSON ST,(40.7408492, -74.0051347)
AV C/E 12 ST,(40.7332244, -73.9911138)
AV D/E 6 ST,(40.7225032, -73.9769125)
AV D/E 4 ST,(40.72105800000001, -73.97805799999999)
E HOUSTON ST/COLUMBIA ST,(40.719627, -73.978386)
E HOUSTON ST/MANGIN ST,(40.7188878, -73.975499)
F. D. R. DRIVE/555 FDR DR,(40.7172353, -73.9759181)
DELANCEY ST/FDR DR,(40.7145942, -73.9768502)
DELANCY ST/COLUMBIA ST,(40.7164929, -73.98031209999999)
SOUTH ST/WHITEHALL ST,(40.7030185, -74.0130148)
WATER ST/BROAD ST,(40.7029871, -74.0110168)
WATER ST/OLD SLIP,(40.7042115, -74.0088104)
WATER ST/WALL ST,(40.7053068, -74.00706869999999)
PEARL ST/FULTON ST,(40.7076263, -74.00371609999999)
PEARL ST/PECK SLIP,(40.708771, -74.002754)
ST JAMES PL/R F WAGNER SR PL,(40.71048649999999, -74.0007767)
MADISON ST/OLIVER ST,(40.711876, -73.997925)
PIKE ST/CHERRY ST,(40.7106834, -73.99222979999999)
MADISON ST/MARKET ST,(40.712267, -73.994419)
PIKE ST/MADISON ST,(40.712635, -73.992344)
PIKE ST/DIVISION ST,(40.7142565, -73.99245359999999)
ALLEN ST/GRAND ST,(40.7173476, -73.9911807)
ALLEN ST/STANTON ST,(40.7218234, -73.9888383)
1 AV/E 2 ST,(40.72433119999999, -73.98752879999999)
1 AV / 4 ST,(40.7255449, -73.9866826)
1 AV/ST MARKS PL,(40.7275967, -73.9852947)
1 AV/E 11 ST,(40.7293824, -73.9840037)
1 AV/E 14 ST,(40.7313474, -73.9825664)
1 AV/E 20 ST,(40.7347552, -73.979169)
1 AV/E 23 ST,(40.7368909, -73.97854029999999)
1 AV/E 25 ST,(40.7381701, -73.97758879999999)
1 AV/E 27 ST,(40.7393956, -73.9766952)
1 AV/E 28 ST,(40.7400195, -73.9762442)
1 AV/E 31 ST,(40.65082880000001, -73.9485978)
1 AV/E 34 ST,(40.74378919999999, -73.9735182)
1 AV/E 36 ST,(40.7450837, -73.972574)
1 AV/E 39 ST,(40.7469318, -73.97122759999999)
1 AV/E 42 ST,(40.7488432, -73.97000690000002)
1 AV/E 45 ST,(40.7507482, -73.9684245)
1 AV/MITCHELL PL,(40.7536114, -73.96619330000001)
1 AV/E 52 ST,(40.7551426, -73.9652308)
1 AV/E 55 ST,(40.75701309999999, -73.963871)
1 AV/E 57 ST,(40.758314, -73.9629331)
1 AV/E 60 ST,(40.7602427, -73.96151119999999)
1 AV/E 62 ST,(40.7614857, -73.9606064)
1 AV/E 64 ST,(40.76274, -73.95968429999999)
1 AV/E 67 ST,(40.764625, -73.9583262)
1 AV/E 70 ST,(40.7665031, -73.956963)
1 AV/E 72 ST,(40.7678079, -73.9560008)
1 AV/E 75 ST,(40.77055530000001, -73.9572443)
1 AV/E 77 ST,(40.771021, -73.95364099999999)
1 AV/E 79 ST,(40.7723204, -73.9526954)
1 AV/E 82 ST,(40.7742982, -73.95126239999999)
1 AV/E 86 ST,(40.776876, -73.9493739)
1 AV/E 89 ST,(40.7788147, -73.9479724)
1 AV/E 93 ST,(40.7813284, -73.9461261)
1 AV/ E 97 ST,(40.7839524, -73.9442217)
1 AV/E 99 ST,(40.7851691, -73.9433181)
1 AV/E 102 ST,(40.787357, -73.941681)
1 AV/E 106 ST,(40.78986, -73.939857)
1 AV/E 108 ST,(40.790915, -73.9391268)
1 AV/E 111 ST,(40.7928208, -73.9377337)
1 AV/E 113 ST,(40.794331, -73.936584)
1 AV/E 125 ST,(40.801613, -73.93126699999999)
2 AV/E 125 ST,(40.80300099999999, -73.934006)
2 AV/E 122 ST,(40.800564, -73.935234)
2 AV/E 119 ST,(40.798668, -73.936607)
2 AV/E 116 ST,(40.7970097, -73.9377731)
2 AV/E 113 ST,(40.794823, -73.93943)
2 AV/E 111 ST,(40.793011, -73.9408033)
2 AV/E 108 ST,(40.791672, -73.941734)
2 AV/E 106 ST,(40.7906741, -73.9424185)
2 AV/E 103 ST,(40.788563, -73.94401599999999)
2 AV/E 101 ST,(40.7872196, -73.94509459999999)
2 AV/E 97 ST,(40.7849236, -73.9463498)
2 AV/E 96 ST,(40.784278, -73.9471168)
2 AV/E 94 ST,(40.7865772, -73.9566767)
2 AV/E 92 ST,(40.7815067, -73.9492558)
2 AV/E 89 ST,(40.779655, -73.95052299999999)
2 AV/E 87 ST,(40.77825139999999, -73.9516242)
2 AV/E 84 ST,(40.77792729999999, -73.95558989999999)
2 AV/E 82 ST,(40.7785883, -73.96190469999999)
2 AV/E 78 ST,(40.775998, -73.963796)
2 AV/E 75 ST,(40.77399820000001, -73.9651648)
2 AV/E 72 ST,(40.768502, -73.9578752)
2 AV/E 70 ST,(40.7709115, -73.96768740000002)
2 AV/E 68 ST,(40.7661293, -73.9604761)
2 AV/E 66 ST,(40.7686375, -73.96978)
2 AV/E 61 ST,(40.7651828, -73.9718937)
2 AV/E 57 ST,(40.7596532, -73.96582959999999)
2 AV/E 54 ST,(40.7572394, -73.9669814)
2 AV/E 50 ST,(40.7548795, -73.96851869999999)
2 AV/E 46 ST,(40.7525425, -73.97040369999999)
2 AV/E 42 ST,(40.7498231, -73.9722048)
2 AV/E 39 ST,(40.7479306, -73.9736107)
2 AV/E 36 ST,(40.7460894, -73.9749321)
2 AV/E 34 ST,(40.7448354, -73.9762552)
2 AV/E 31 ST,(40.7425165, -73.9776978)
2 AV/E 28 ST,(40.7410435, -73.978699)
2 AV/E 25 ST,(40.741917, -73.987152)
2 AV/E 23 ST,(40.73790229999999, -73.9809241)
2 AV/E 20 ST,(40.7394386, -73.9905737)
2 AV/E 14 ST,(40.7352159, -73.9933523)
2 AV/E 6 ST,(40.7246642, -73.9820395)
2 AV/E 3 ST,(40.7609721, -73.9653441)
E HOUSTON ST/FORSYTH ST,(40.7233731, -73.990302)
ALLEN ST/E HOUSTON ST,(40.7228366, -73.9885841)
ALLEN ST/HESTER ST,(40.7162491, -73.99205959999999)
ALLEN ST/CANAL ST,(40.7151212, -73.9926304)
MADISON ST/CATHERINE ST,(32.4534643, -90.1342157)
MADISON ST/ST JAMES PL,(40.7117748, -73.99969999999999)
PEARL ST / PEARL ST,(39.7248404, -104.9797497)
PEARL ST/FRANKFORT ST,(40.7095014, -74.0016593)
WATER ST/JOHN ST,(40.7068592, -74.0049997)
WATER ST/GOUVERNEUR LA,(44.327878, -75.459634)
WATER ST/HANOVER SQ,(40.7041004, -74.00896829999999)
BROAD ST/WATER ST,(40.7029871, -74.0110168)
SOUTH FERRY/TERMINAL,(40.702122, -74.013664)
1 AV/E 1 ST,(40.7234638, -73.98819449999999)
2 AV/E 115 ST,(40.796313, -73.9382718)
2 AV/E 86 ST,(40.7815188, -73.9603784)
2 AV/E 13 ST,(40.7341482, -73.9910082)
ST NICOLAS AV/FORT GEORGE HILL,(40.8571527, -73.9282559)
ST NICHOLAS AV/W 190 ST,(40.8549161, -73.9296426)
BENNETT AV/BROADWAY,(40.8593477, -73.93132969999999)
ST NICHOLAS AV/W 181 ST,(40.8492959, -73.9337552)
ST NICHOLAS AV/W 193 ST,(40.8568474, -73.9282706)
168 ST/AUDUBON AV,(40.8405196, -73.9383722)
W 165 ST/AMSTERDAM AV,(40.8379811, -73.93834489999999)
EDGECOMBE AV/W 164 ST,(40.8364653, -73.9370344)
EDGECOMBE AV/W 162 ST,(40.8348928, -73.93775819999999)
EDGECOMBE AV/W 160 ST,(40.8338539, -73.9385006)
EDGECOMBE AV/W 158 ST,(40.83270400000001, -73.9396684)
EDGECOMBE AV/W 155 ST,(40.8301896, -73.9396804)
ADAM C POWELL BL/W 154 ST,(40.8273461, -73.9353969)
ADAM C POWELL BL/W 151 ST,(40.825836, -73.93602000000001)
ADAM C POWELL BL/W 149 ST,(40.824627, -73.937103)
ADAM C POWELL BL/W 148 ST,(40.8234527, -73.9379991)
ADAM C POWELL BL/W 145 ST,(40.821617, -73.938797)
ADAM C POWELL BL/W 142 ST,(40.819534, -73.94081899999999)
ADAM C POWELL BL/W 140 ST,(40.818302, -73.94171899999999)
ADAM C POWELL BL/W 138 ST,(40.817028, -73.942657)
ADAM C POWELL BL/W 135 ST,(40.8152857, -73.9436236)
ADAM C POWELL BL/W 132 ST,(40.8133679, -73.9450126)
ADAM C POWELL BL/W 130 ST,(40.81203800000001, -73.946259)
ADAM C POWELL BL/W 128 ST,(40.8107861, -73.9472522)
ADAM C POWELL BL/W 125 ST,(40.8091695, -73.9481775)
ADAM C POWELL BL/W 122 ST,(40.8069025, -73.9500887)
ADAM C POWELL BL/W 120 ST,(40.8056948, -73.95096649999999)
ADAM C POWELL BL/W 116 ST,(40.803509, -73.9522935)
ADAM C POWELL BL/W 114 ST,(40.801716, -73.953835)
ADAM C POWELL BL/W 112 ST,(40.8005297, -73.9547432)
CENTRAL PK N/ADAM C POWELL BL,(40.7994071, -73.955214)
CENTRAL PK N/MALCOLM X BL,(40.798268, -73.95251429999999)
5 AV/W 78 ST,(40.7764335, -73.9642357)
5 AV/W 50 ST,(40.7585378, -73.9771928)
E 110 ST/MADISON AV,(40.7961639, -73.9476426)
CENTRAL PK N/5 AV,(40.781854, -73.959666)
ADAM C POWELL BL/W 113 ST,(40.8014093, -73.95363379999999)
ADAM C POWELL BL/WEST 119 ST,(40.805344, -73.95071399999999)
ADAM C POWELL BL/W 121 ST,(40.806599, -73.949844)
ADAM C POWELL BL/W 123 ST,(40.807522, -73.949173)
ADAM C POWELL BL/W 127 ST,(40.8104443, -73.94702509999999)
ADAM C POWELL BL/W 129 ST,(40.811718, -73.946106)
ADAM C POWELL BL/W 133 ST,(40.814054, -73.94475039999999)
ADAM C POWELL BL/W 137 ST,(40.816788, -73.94240599999999)
ADAM C POWELL BL/W 139 ST,(40.81788660000001, -73.9419386)
ADAM C POWELL BL/W 141 ST,(40.8190529, -73.9408405)
ADAM C POWELL BL/W 143 ST,(40.820515, -73.93968199999999)
ADAM C POWELL BL/W 147 ST,(40.823105, -73.93778999999999)
ADAM C POWELL BL/W 153 ST,(40.82653, -73.935265)
AUDUBON AV/W 165 ST,(40.838695, -73.9398427)
